State,District,Administrative_Level,Designation,Officer_Name,Official_Email,Official_Mobile,Office_Landline,Source_URL,Verified_Date,Data_Status
Tamil Nadu,Tiruchirappalli,Taluk,Tahsildar,Taluk office: Lalgudi,,9445000605,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Taluk,Tahsildar,Taluk office: Mannachanallur,,9445000606,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruchirappalli,Taluk,Tahsildar,Taluk office: Srirangam,,9445000603,,https://tiruchirappalli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Thisayanvilai,,9384094224,04637-271001,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Cheranmahadevi,,9384094223,04634-260007,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Manur,,9384094222,0462-2485100,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Radhapuram,,9445000674,04637-254122,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Nanguneri,,9445000673,04635-250123,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Ambasamudram,,9445000672,04634-250348,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Palayamkottai,,9445000669,0462-2500086,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Taluk,Tahsildar,Taluk office: Tirunelveli,,9445000671,0462-2333169,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,District,District Revenue Officer,,drotnv@nic.in,,0462-2500466,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Revenue Division,RDO,RDO Tirunelveli,,,0462-2501333,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirunelveli,Revenue Division,Sub Collector,Sub Collector Cheranmahadevi,,,04634-260124,https://tirunelveli.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Taluk,"Tahsildar, Tirupathur",M.Navaneetham,tahtpt.radm@tn.gov.in,9445000511,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Taluk,"Tahsildar, Ambur",C.Revathi,tahambtpt.radm@tn.gov.in,9047228349,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Taluk,"Tahsildar, Vaniyambadi",Sudhakar,tahvnbtpt.radm@tn.gov.in,9944853282,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Taluk,"Tahsildar, Natrampalli",Gowrisankar K,tahntptpt.radm@tn.gov.in,6379375972,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Firka,"Revenue Inspector, Ambur",Perumal,,9047361001,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Firka,"Revenue Inspector, Alangayam",Surya,,6379831934,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Firka,"Revenue Inspector, Ambalur",Pushpalatha,,9500705596,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Firka,"Revenue Inspector, Vaniyambadi",Kavitha,,9791889394,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Firka,"Revenue Inspector, Pudurnadu",Meeradevi,,9487634849,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,Firka,"Revenue Inspector, Jolarpet",Shan Basha,,9047498365,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tirupathur,District,"Assistant Director, Survey and Land Records",Nandhakumar A P,adtpt.doss@tn.gov.in,,,https://tirupathur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Tiruppur North,tahtpr.tntpr@nic.in,9445000574,0421-2200553,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Avinashi,tahavn.tntpr@nic.in,9445000575,04296-273237,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Palladam,tahpdm.tntpr@nic.in,9445000573,04255-253113,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Dharapuram,tahdpm.tntpr@nic.in,9445000565,04258-220399,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Kangayam,tahkgm.tntpr@nic.in,9445000566,04257-230689,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Udumalpet,tahudm.tntpr@nic.in,9445000578,04252-223857,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Madathukulam,tahmad.tntpr@nic.in,9384094963,04252-252588,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Tiruppur South,,9384094956,0421-2250192,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Tiruppur,Taluk,Tahsildar,Taluk office: Uthukuli,,9384094957,04294-260360,https://tiruppur.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Watrap,,9384095239,04563-288529,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Vembakottai,,9384095238,04562-284202,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Rajapalayam,,9445000661,04563-220500,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Srivilliputtur,,9445000660,04563-260209,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Sattur,,9445000662,04563-260220,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Sivakasi,,9445000663,04562-224260,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Virudhunagar,,9445000667,04562-243493,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Aruppukottai,,9445000664,04566-220219,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Tiruchuli,,9445000668,04566-282222,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Taluk,Tahsildar,Taluk office: Kariapatti,,9445000665,04566-255570,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Revenue Division,RDO,RDO Sivakasi,ro.sivakasi@tn.gov.in,9445000474,04562-220052,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Revenue Division,RDO,RDO Sattur,ro.sattur@tn.gov.in,6374559271,04562-290220,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,Revenue Division,RDO,RDO Aruppukottai,ro.aruppukottai@tn.gov.in,9445000475,04566-220570,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Virudhunagar,District,District Revenue Officer,,dro.tnvnr@nic.in,9445000927,04562-252348,https://virudhunagar.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Thiruvennainallur,,,04153-290893,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Kandachipuram,,,04153-231666,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Melmalayanur,,9942248808,04145-234209,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Marakkanam,,9445461915,04147-239449,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Vikkiravandi,,9445461837,04146-233132,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Vanur,vantaluk.tnvpm@nic.in,9445000526,0413-2677391,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Viluppuram,vpmtaluk.tnvpm@nic.in,9445000525,04146-222554,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Gingee,gintaluk.tnvpm@nic.in,9445000524,04145-222007,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Viluppuram,Taluk,Tahsildar,Taluk office: Tindivanam,tintaluk.tnvpm@nic.in,9445000523,04147-222090,https://viluppuram.nic.in/home1/directory/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Vellore,District,District Collector,,collrvel@nic.in,9444135000,0416-2252345,https://vellore.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Vellore,District,District Revenue Officer,,dro.tnvlr@nic.in,,0416-2253502,https://vellore.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Vellore,Revenue Division,RDO Vellore,,,9445000417,0416-2252395,https://vellore.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
Tamil Nadu,Vellore,Revenue Division,RDO Gudiyatham,,,9442999120,,https://vellore.nic.in/contact-directory/,2026-09-07,REAL_OFFICIAL_GOVERNMENT_PUBLISHED
